0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.003799710299398438,-0.9730730057178483,0.21217374241262746,-0.0029365663304350407,0.03170437001560404,0.2086141723822565,-0.858155182671856,0.9938268642779202,-0.9102684153823792,-0.25915867778341395,1.1278727877873231,0.9681784359851835,-0.11019357837537054,-0.5531895036863756,-0.6325911976287505,0.3864799205301987,0.5546155165808041,0.751687227276351,-0.10009986369022755,-0.23739414205218934
0.6931511102193274,0.7045077420880165,0.3274625342822429,-0.7734392361398049,-0.49117113061659956,-0.8777793078717544,0.7502117610640123,0.023403389312947293,-0.7997233213090277,1.1720295353302397,-0.6015475984423992,0.45997896836686253,0.26761205217502576,0.1832271040552677,-0.8902156247347983,-1.0998277265683136,0.9745725100747213,-1.161333814837444,-0.5298011365664772,-1.049550596525508
-0.4340618664096331,0.8625176503661021,-0.7084841074287704,0.17911924732665613,0.2743949933367164,-0.6015210932227646,-0.7501318303057525,-0.4713437276799118,0.6010977038633287,0.4515857214087075,0.025431031861382992,-0.8573433892424052,0.5682226162004392,0.698157967735355,-0.5968660391491419,-1.0748002012816864,0.3816596950598861,0.3227817522172421,1.0175550949724819,0.481513171430506
-0.5468478357681853,0.41888248426999386,-0.8200400279420671,-0.7214558779380448,-0.628864107184088,-1.0207958045718912,-0.01062744162290405,1.0742455954401522,-0.5653510289668942,0.3581863629529789,1.0880492109567441,0.7367367393389525,0.6937833908524812,-0.6521877662655089,-0.26472417085775035,-0.8512672437953137,1.0296249627800593,-1.0877054986745123,-0.04456370734906774,0.16541188751384062
0.5287159025357814,0.8358164670467761,0.8770983773443808,-0.5422287577995315,-0.5583457451844251,-0.28550468355164554,-0.007544319635044458,0.10447486566702692,0.5125522310105108,-0.15148809998491022,1.1192644206773597,-0.6572205749894727,0.22639511220006603,-0.5906574101902669,-0.6107842824749045,-1.0319047471669827,0.6046755173159442,0.5170873141117309,-0.06208338580380556,0.27705936380684204
0.829899852394217,-0.42995179761625146,0.9005972598950442,-1.2377470815286118,-0.3707481219416138,0.3507603986488849,-0.17121210566743045,0.5542184663414882,-0.1344030804255218,9.85335935911001e-05,0.5130580454460785,0.2627407651160867,0.3207988972643808,0.03233542021958308,0.6226889089516392,0.7064827087435515,-0.43361260699642007,-0.13491721027133097,-0.4678185548568644,-0.2956988751609063
-0.9818843427637507,0.5541378116712936,-0.18769839904521526,-0.09306484270410574,-1.265835724281835,0.6862117756855806,-0.23516381034164432,0.8556048131390747,1.0213978398291568,0.1280793577469093,0.5964833252541077,-0.1058990644713879,0.9803335579577435,0.3803261881433524,-0.9155851161166813,-0.011923718474460039,-0.1583414081857327,-0.22036349597664767,-0.457207866078488,0.13795066403002498
-0.14102213688076934,-0.08710665543757437,0.1888177430555869,0.485663294120584,-0.9025955240523076,-0.7546459529472103,-0.9729907993423034,0.9686833295403073,0.9117379567343794,0.7357800528376534,-0.4085445946135195,-0.7546767911763048,-0.3260008641296219,-0.44119000773530187,-1.2299407439033252,-0.1828724428921809,0.7117479679919119,-0.7347095072588358,-0.9795697099352388,-1.0894161315631192
-0.8037695888419116,-0.4295439700705475,-0.829346384114745,-0.6777081498786409,-0.5999680058506605,0.9227157872491929,0.8075454443020209,-0.010462361366336699,-0.8076811195325002,0.881795797386394,-0.10456736681934345,0.12413280612412905,0.8500237838828536,-0.8094974762581238,-0.32558740243836776,-0.49667194007108567,0.5163872730754974,-1.0036481413304776,0.33554423287242785,-1.2148332965527928
0.32167865313626415,-0.2888877738322894,0.25616647596843517,-1.1187801174633016,-0.6394912623832328,-0.7639759832512703,0.6907636777756008,0.4214350854053408,-0.7674449335293145,0.11686658644665605,0.905839328263745,-0.6240940239900385,-0.7002054293738189,-0.13996884312204622,-1.3625406131994953,0.7650145563477488,0.5230592338611092,-0.6275688366193323,-0.26624290547074486,-0.5834806632901974
