0,1,2,3,4
0.6303044231403593,0.38928746034850714,1.427104079389539,-1.3112937992119635,-1.2293703464312566
-0.8123384460871299,1.726852961503213,-1.7172876438427955,-0.37895570466513706,0.4208250355875441
-0.2568369456334281,0.914736477435607,1.023045932277469,-0.3559018067324527,-0.3978327285985871
-0.15684238840942888,-0.24960838317175277,-0.6352264006898322,-0.39771859106625024,-0.9480079966956922
-0.9189846914370715,-1.1720930209679183,-0.9569217078180233,0.5017632584834677,-1.187821068925712
1.2358837631292765,-1.1722806123434302,-1.1326323624487733,0.19075893523623647,-0.7489955485450939
-0.3606521449555325,0.8188759401661807,-0.46518224168629824,1.0368370072932451,-0.43828713580291984
1.1945172179353465,0.6379248803495274,-0.4316353137205476,-0.33283778825047133,0.8731020099194228
1.325885736866494,-0.30536087619166746,-0.07327541901360232,1.1056233529551112,-0.07720658282552025
0.25626910810935255,0.4079559371529472,1.0165172936019216,0.696341509913511,0.010713241180855503
1.0278942042747312,0.01430812312917221,0.10111493862020342,0.5725473497638505,1.1918764060854246
1.3069092307634025,0.43261812300657115,1.379942393714051,-1.5969340202211557,-0.7104118789373528
0.2875650071798907,0.12317641087191619,-0.3682321627632701,0.8157553821098716,0.46027608082442567
-0.30652367433346384,0.4698083052683388,-1.2134711054902978,-0.037346613256998715,-0.2616174221965815
-1.2405957856110466,-0.733552631817048,-0.47966351804557644,-0.3323321070856108,-0.4662924976755529
0.22895757467376499,0.3954504076550337,-0.9364777376292219,-1.1900924152072798,-0.870608906558887
-0.11052669564869308,0.21144680143144312,-0.5949046022198478,1.253649995409469,0.991320399071876
-0.43060634134968007,-0.7615799407933997,-0.6060313713330316,0.7205982768588156,-0.9941840884474917
-0.9250296831674085,-1.6068364528208088,-0.6632599455121722,-1.2294899599135913,1.7774554324522673
-0.5306409874185637,-0.9362440186991774,-0.44008652902329787,-1.1756364754519488,0.02609822010881256
