0,1,2,3,4,5,6,7,8,9
0.003631991465981973,-0.07562280583292119,-0.18027434215362356,-0.04283516025059104,-0.2180094471843308,0.18269759908473562,-0.1404479178372671,0.046155705821442905,-0.19390578178398654,-0.06859816861600432
0.17729874863692835,-0.22975766498247993,-0.12055649872038497,-0.10445100515205527,-0.04264599828032249,0.2642373845984118,0.020936867035523624,-0.08056067894982585,-0.1737927059597179,-0.18885105373716343
0.2687279412365841,-0.24647178799047223,-0.00752698298887092,0.03822324718070901,-0.15955562054078276,0.1508030247782804,0.300332313114919,-0.3675921704088372,0.043860394542525556,-0.22085672066556855
-0.18378339848272177,0.1535502849804507,0.10576355658302478,0.21696347198514063,0.010942159260833702,0.046285725619527374,0.22572698205271288,0.10172022279148167,-0.09074645765893029,-0.014998789858498889
0.1824812654161918,0.10379402533792849,-0.22324968450982166,0.11047233223431942,-0.2199207680616638,-0.13933546585052603,-0.05554159430246082,-0.18314381544863706,-0.151788589195213,-0.21217945724072002
0.10817880375312659,0.08121814232909506,0.20320625545101076,0.026582772270797132,0.07140334758599638,-0.04578408975531913,0.06508387640393253,-0.2417464728797107,0.10373805949981534,0.12044001181208581
0.03890391148727492,-0.1458771927333815,-0.1113146637461762,-0.11277492162419554,-0.28370601578615845,-0.1513200948623476,0.3403989697430566,-0.2942265693096543,-0.299006352782936,-0.2350532247496294
-0.04457001884438802,0.07711032607065862,0.27693539212039975,-0.09818094454648126,-0.2137940917512641,0.14816878063127895,-0.058352474195852336,0.029325363983878933,-0.08349043508263561,-0.11846961213865996
-0.12634150926471316,0.039071155118664776,-0.07518660145251828,-0.14543514369533034,0.10863799123923379,-0.15914529344047923,0.26156845936056994,-0.07969294959954025,-0.1065167260108828,0.06414973412726394
0.21906802767995934,-0.01679914349844729,-0.15678405594355493,-0.03328622890245736,-0.10070820355933682,-0.14118042935312897,-0.2786489833905573,0.08202322609831217,0.23016080634666955,0.24708895461705022
-0.08792262962432007,0.02553715917626214,-0.054600421582704416,-0.18252061285144358,-0.028434805043991748,-0.10197194120122373,-0.15187859606853055,0.22202754505245914,-0.1277545630592515,-0.08074966746327597
-0.035904825934288565,0.09639677375315153,0.18644718724293632,-0.16273288513578826,0.09681988565305445,0.03040208629171482,0.18849090024159268,0.14763037762561693,0.02013239676685609,0.14524262744294344
0.12204452775854545,-0.13828534875248327,0.030569043778109525,0.24798725473764385,0.11589929814326203,0.023981947509915884,0.0028548273936243283,0.15131280429487892,0.0799323367354851,0.23040404401453884
-0.02347077786103055,-0.01845047235977433,0.13723410037742928,0.03801276928864705,0.14169634499802974,0.08266682137839634,0.22253960987303298,0.05914143997613925,0.09183358445747684,0.13672135615636333
-0.2540309002541816,0.3486416466178373,-0.2067521489652666,-0.1439986287639471,0.02358591893398214,0.3401719517192163,0.08947332671370262,0.25311441630160497,0.26271111372201855,0.14856065632764942
-0.032938446931433454,0.18302117965168443,0.17178451883056642,0.11781827502473277,-0.26572187447753276,-0.04604279875925992,-0.1582701180239166,-0.03501579615856453,0.050674730778997784,-0.1585183541080344
-0.020519397029731063,-0.014002501421371391,-0.25399706724925425,-0.11644764232744893,-0.204234243712695,-0.20941412382769545,-0.1959585916520554,-0.08836175602466795,-0.12053970217244885,-0.20334760958978543
0.17731763274676712,-0.16251203205107062,-0.32103589307922065,0.13415896141920636,0.14086518976225929,0.1925239472836884,-0.21339398891801825,-0.10004089526234283,-0.04016150200796171,0.03298098244780577
0.2201492233102406,-0.22065921893010335,-0.25053896649520707,-0.017129128086540282,-0.22382620992242558,0.07779237295656835,-0.13475771508210918,0.2888970569329237,0.0027949653059524938,0.2629488894656561
-0.17402665749117943,0.0793121745400068,-0.32764470438707094,-0.15651775797935588,0.3771261803478043,-0.0521711298187981,-0.17678810950116494,0.38019144613307626,0.0277176599949268,0.29156311051458067
0.28605130443544197,0.001463105292717346,-0.11020153841995793,-0.2830631139486473,-0.15079747475391544,0.3173547004497495,0.07225237718677412,0.10347242115075708,0.09059705554810908,-0.05698698220018064
0.2162149103751695,-0.1647141214423186,0.24098698176970657,0.2972906362345366,-0.07814400298796655,0.17283553955891323,0.05984082990226489,0.0630543146941981,0.3065840343870634,0.06825291077152384
0.2307490883147671,-0.20708079423986475,-0.10132211772927519,-0.23526188041071253,0.15474419516456758,-0.05087753043929239,0.038162230308312686,0.10589140888486404,-0.1389822875510205,0.13142480013413735
0.03376605642118916,-0.30728581078170153,0.28579288884085197,0.17497763146528442,0.10389278130965035,0.08833696907714436,-0.16722301198088854,-0.09494829007048014,0.272415575023099,0.1146873073577602
-0.04553546700764852,0.1768259862462775,-0.2357987583857705,-0.1579145371649986,-0.21919993367768684,-0.07227542087969425,0.015037731571985964,-0.2035812167326918,-0.12749253911864789,-0.1648055302682033
-0.04653265034369458,-0.025268171826238302,0.027874515585122033,0.1284496500587936,-0.05025415776545832,-0.11463227445151353,0.24701267024124476,-0.1648499802425987,0.07896340697058893,0.20667915972806286
0.18702521058908309,-0.05498358026741903,0.3010436168763808,-0.03016304992584015,-0.18542489397376694,-0.17656063077674128,0.19690008760203162,-0.2907446998542519,-0.3066836480868141,-0.24403041515457238
0.2891512130126718,0.10665181742940295,-0.16720914296254513,0.19334175324940994,-0.16662602906778098,0.056773212131729804,0.07571059840266724,0.13562416292695614,0.15495761502733682,0.08418442207707715
-0.14110297061399876,-0.15095766782177744,-0.2215273815149609,-0.19873120166541228,-0.05962627032693707,-0.1742132419884726,0.039259040230832126,-0.00760659705991421,-0.11708294435262485,-0.12281536848324359
-0.13944459375423782,0.05901598268847172,-0.39436455089584144,0.020841690525735486,-0.047755919617422884,-0.13399287612195104,-0.018874570762408668,0.20893056905206614,-0.08569443295532503,0.34351658011464425
-0.08264566359137321,-0.004756232456254149,-0.002552758892053459,0.054227232544899875,-0.1685055174645435,0.29889930602130466,-0.1241940209376432,0.0881091388850064,-0.05959048450783476,-0.07296150692067963
-0.25820509401172015,0.19636527599779344,0.0303218168752442,0.26813303722427584,0.040833054961877266,-0.06309604453650888,0.03990350569014592,0.01660078719690307,0.06298542976622165,-0.04873467644816628
-0.0968002551678986,-0.011332140527680216,0.21923655033475128,-0.15858468565003003,0.060801584747472256,-0.0450076091011034,0.04788647881992241,-0.019171869911220458,0.18667701902569084,0.2758402317803381
0.22039502990473436,-0.1692066915578426,0.12262218892764279,0.13415298546423596,0.025699726390595975,0.09802860542925358,-0.020505425275879584,-0.04428047401868833,0.02958533174929294,-0.008395242445219926
0.09623015640565169,0.262416184595705,-0.028454777486319326,0.13536094756784275,-0.3144801372661849,-0.03852714555694607,0.10166793557205886,-0.2108143678196847,0.06617392180301618,0.01702153214173409
0.25624696070024555,-0.03880048949895553,-0.13436019743567854,-0.23004822556106372,0.26063250260120446,0.19086120509007062,0.05730444469917733,-0.12811585738196393,0.1849457096280965,0.10730118682786496
